route_number	route_name	bus_number	school_name	pickup_dropoff	start_time	end_time	stop_count	rider_count
125	Lavergne Lake Elementary — Afternoon Drop Off	482	Lavergne Lake Elementary	dropoff	15:30	16:00	11	53
